ID,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Children_at_home,Living_With,Family_Size,Cluster,Segment
9360,Graduate,37040.0,41,4.465908118654584,1.0986122886681098,4.30406509320417,4.248495242049359,3.6635616461296463,3.8918202981106265,1,4,2,5,8,0,0,0,0,0,0,0,44,4955,21.6724626868165,12,0,0,Partner,2,2,Loyal Customers
5376,Graduate,2447.0,42,0.6931471805599453,0.6931471805599453,7.453561871643373,0.6931471805599453,0.6931471805599453,0.6931471805599453,15,0,28,0,1,0,0,0,0,0,0,0,47,4804,10.9192977744431,43,0,1,Partner,3,2,Loyal Customers
1993,PhD,58607.0,63,6.7661917146603505,0.0,4.465908118654584,0.0,0.0,2.995732273553991,3,2,3,9,8,0,1,0,0,0,0,0,77,4818,14.227832106868924,17,1,1,Partner,3,3,At Risk/Low Value
4047,PhD,65324.0,0,5.953243334287785,0.0,4.634728988229636,3.091042453358316,3.49650756146648,1.791759469228055,3,6,2,9,4,0,0,0,0,0,0,0,72,4434,18.96728180657027,20,0,1,Partner,3,2,Loyal Customers
1409,Graduate,40689.0,69,5.602118820879701,1.3862943611198906,3.332204510175204,3.688879454113936,1.9459101490553132,4.605170185988092,7,7,1,5,8,0,0,0,0,0,0,0,75,4733,20.56057748133214,20,0,1,Partner,3,1,Potential Loyals
7892,Graduate,18589.0,89,1.9459101490553132,1.6094379124341005,3.258096538021482,2.772588722239781,2.5649493574615367,2.6390573296152584,2,2,1,3,7,0,0,0,0,0,0,0,57,4808,14.790040008827471,8,0,0,Alone,1,3,At Risk/Low Value
2404,Graduate,53359.0,4,5.159055299214529,1.6094379124341005,3.4339872044851463,1.3862943611198906,1.9459101490553132,3.737669618283368,4,5,1,4,7,0,0,0,0,0,0,0,50,4663,17.27235454459235,14,0,2,Partner,4,0,New / Occasional
5255,Graduate,51381.5,19,1.791759469228055,0.6931471805599453,1.3862943611198906,1.3862943611198906,5.575949103146316,5.8944028342648505,0,27,0,0,1,0,0,0,0,0,0,0,40,4759,16.72784730943895,27,0,1,Alone,2,2,Loyal Customers
9422,Graduate,38360.0,26,3.610917912644224,1.0986122886681098,3.7612001156935624,3.044522437723423,3.091042453358316,2.3978952727983707,2,2,1,4,3,0,0,0,0,0,0,0,37,4659,17.004190480886006,9,0,1,Partner,3,0,New / Occasional
1966,PhD,84618.0,96,6.529418838262226,4.61512051684126,6.687108607866515,3.091042453358316,4.204692619390966,0.0,1,6,9,10,2,0,0,1,0,0,0,0,61,4484,25.127383035719284,26,1,0,Partner,2,1,Potential Loyals
6864,Postgraduate,10979.0,34,2.1972245773362196,1.6094379124341005,2.3978952727983707,1.0986122886681098,1.0986122886681098,1.6094379124341005,2,3,0,3,5,0,0,0,0,0,0,0,37,4303,10.01122025233901,8,0,0,Alone,1,0,New / Occasional
3033,Postgraduate,38620.0,56,4.727387818712341,2.8903717578961645,3.80666248977032,3.5553480614894135,3.1354942159291497,4.499809670330265,1,2,5,3,3,0,0,0,0,0,0,0,63,4679,22.61507401412765,11,0,0,Partner,2,1,Potential Loyals
5710,Graduate,40548.0,31,4.709530201312334,0.0,1.791759469228055,1.0986122886681098,0.0,1.3862943611198906,2,2,1,4,5,0,1,0,0,0,0,0,56,4892,8.98619632032839,9,1,1,Partner,3,0,New / Occasional
7373,PhD,46610.0,8,4.574710978503383,2.5649493574615367,4.574710978503383,3.5263605246161616,3.1354942159291497,3.784189633918261,6,4,1,6,6,0,0,0,0,0,0,1,74,4873,22.160415688931874,17,0,2,Alone,3,2,Loyal Customers
8755,Postgraduate,68657.0,4,6.180016653652572,3.5553480614894135,6.156978985585555,4.787491742782046,4.23410650459726,3.1354942159291497,1,3,5,9,7,0,0,0,0,0,0,0,80,4759,28.049436164035995,18,0,0,Partner,2,2,Loyal Customers
10738,Postgraduate,49389.0,55,3.713572066704308,0.0,2.995732273553991,1.0986122886681098,0.6931471805599453,1.3862943611198906,1,2,0,3,7,0,0,0,0,0,0,0,75,4569,9.887358170606245,6,0,2,Alone,3,3,At Risk/Low Value
4339,PhD,67353.0,37,6.555356891810665,2.8903717578961645,5.0238805208462765,0.0,2.1972245773362196,3.58351893845611,5,5,6,12,2,0,0,0,0,0,0,0,56,4445,20.250352686345433,28,0,1,Partner,3,2,Loyal Customers
10755,Undergraduate,23718.0,76,1.9459101490553132,1.3862943611198906,2.70805020110221,2.772588722239781,2.0794415416798357,3.610917912644224,3,3,1,2,7,0,0,0,0,0,0,0,50,4565,14.503202887841256,9,0,1,Partner,3,3,At Risk/Low Value
8595,Graduate,42429.0,99,4.02535169073515,0.0,1.9459101490553132,1.0986122886681098,0.0,1.6094379124341005,2,1,1,3,5,0,0,0,0,0,0,0,53,4403,8.679312040892674,7,0,1,Alone,2,3,At Risk/Low Value
2968,PhD,48948.0,53,6.082218910376446,2.1972245773362196,5.332718793265369,5.081404364984463,3.912023005428146,3.7612001156935624,2,7,10,5,6,1,0,0,0,0,0,1,83,4778,26.366789767084207,24,1,0,Alone,1,1,Potential Loyals
8601,Graduate,80011.0,3,6.045005314036012,4.343805421853684,6.285998094508865,4.418840607796598,5.187385805840755,4.634728988229636,2,8,6,5,4,0,0,0,0,0,0,0,46,4691,30.91576423226555,21,0,1,Partner,3,2,Loyal Customers
503,Postgraduate,20559.0,88,2.6390573296152584,0.6931471805599453,3.4011973816621555,1.3862943611198906,0.0,2.0794415416798357,2,2,0,3,8,0,0,0,0,0,0,0,41,4739,10.199137794637084,7,0,1,Partner,3,3,At Risk/Low Value
8430,Graduate,21994.0,4,2.302585092994046,0.0,1.9459101490553132,1.3862943611198906,0.6931471805599453,1.3862943611198906,1,0,0,3,5,0,0,0,0,0,0,0,69,4817,7.714231144849086,4,0,1,Partner,3,0,New / Occasional
7281,PhD,51381.5,80,4.406719247264253,2.4849066497880004,3.9318256327243257,1.3862943611198906,1.0986122886681098,3.688879454113936,1,1,3,4,2,0,0,0,0,0,0,0,67,4501,16.997237633678516,9,0,0,Alone,1,3,At Risk/Low Value
2139,Postgraduate,7500.0,19,1.3862943611198906,0.6931471805599453,2.3978952727983707,1.3862943611198906,1.0986122886681098,2.5649493574615367,3,2,0,3,5,0,0,0,0,0,0,0,51,4535,9.527192821727745,8,0,1,Partner,3,0,New / Occasional
1371,Graduate,79941.0,72,4.820281565605037,5.10594547390058,5.58724865840025,5.429345628954441,3.4339872044851463,5.1647859739235145,1,2,4,9,1,0,0,0,0,0,0,0,50,4266,29.541594505268968,16,0,0,Alone,1,1,Potential Loyals
9909,Undergraduate,7500.0,24,1.3862943611198906,2.9444389791664403,2.70805020110221,2.772588722239781,3.1354942159291497,3.9318256327243257,3,3,1,3,9,0,0,0,0,0,0,1,30,4862,16.878692112281797,10,0,0,Partner,2,0,New / Occasional
7286,Graduate,41728.0,92,2.6390573296152584,1.9459101490553132,2.772588722239781,1.3862943611198906,1.791759469228055,2.6390573296152584,1,2,0,2,10,0,0,0,0,0,0,0,58,4666,13.174667360873556,5,0,1,Partner,3,3,At Risk/Low Value
7244,Graduate,51381.5,96,3.8918202981106265,1.791759469228055,3.8918202981106265,1.9459101490553132,2.3978952727983707,2.0794415416798357,3,2,1,4,6,0,0,0,0,0,0,0,75,4444,15.998647028982829,10,0,3,Alone,4,3,At Risk/Low Value
6566,PhD,72550.0,39,6.717804695023691,3.9318256327243257,5.762051382780177,3.9318256327243257,3.6635616461296463,3.6635616461296463,9,5,2,12,8,0,0,0,0,0,0,0,72,4863,27.670630635511813,28,0,2,Partner,4,2,Loyal Customers
8614,Graduate,65486.0,29,5.5053315359323625,2.995732273553991,4.836281906951478,3.6375861597263857,4.219507705176107,2.70805020110221,1,4,2,10,2,0,0,0,0,0,0,0,69,4313,23.902489782442533,17,0,1,Alone,2,2,Loyal Customers
4114,Postgraduate,79143.0,2,6.478509642208569,3.6375861597263857,6.660575149839686,3.332204510175204,5.123963979403259,3.49650756146648,1,6,9,13,3,0,0,0,0,0,0,0,62,4952,28.72934700281958,29,0,0,Partner,2,2,Loyal Customers
1331,Graduate,35790.0,54,2.5649493574615367,1.9459101490553132,3.044522437723423,3.4339872044851463,0.6931471805599453,1.3862943611198906,2,2,0,3,7,0,0,0,0,0,0,0,49,4808,13.068810690405256,7,0,1,Alone,2,3,At Risk/Low Value
2225,Graduate,82582.0,54,6.236369590203704,4.795790545596741,6.311734809152915,5.056245805348308,3.713572066704308,5.488937726156687,1,4,9,7,1,1,0,0,1,0,0,1,49,4287,31.602650543162667,21,2,0,Alone,1,1,Potential Loyals
9381,Graduate,66373.0,57,5.796057750765372,2.302585092994046,4.8283137373023015,2.5649493574615367,3.218875824868201,4.700480365792417,7,4,2,10,3,0,0,0,0,0,0,0,48,4647,23.41126212918387,23,0,2,Partner,4,1,Potential Loyals
6260,Postgraduate,82384.0,55,6.892641641172089,3.951243718581427,6.07073772800249,5.198497031265826,4.795790545596741,5.25227342804663,1,3,10,13,1,0,0,1,0,0,0,1,71,4852,32.1611840926652,27,1,0,Partner,2,1,Potential Loyals
10383,Graduate,70287.0,30,5.69035945432406,3.58351893845611,6.180016653652572,4.804021044733257,4.795790545596741,3.713572066704308,1,5,5,10,3,0,0,0,0,0,0,1,60,4718,28.76727870346705,21,0,0,Alone,1,2,Loyal Customers
7437,Graduate,27938.0,31,2.6390573296152584,0.0,2.1972245773362196,1.0986122886681098,0.6931471805599453,1.791759469228055,1,1,0,4,3,0,0,0,0,0,0,0,38,4327,8.419800845407588,6,0,1,Alone,2,0,New / Occasional
8557,Graduate,51381.5,57,2.4849066497880004,1.3862943611198906,3.1354942159291497,1.0986122886681098,1.0986122886681098,1.9459101490553132,2,2,0,3,6,0,0,0,0,0,0,0,44,4642,11.149829953228572,7,0,1,Alone,2,3,At Risk/Low Value
8375,PhD,55954.0,63,6.104793232414985,0.0,3.367295829986474,0.0,0.0,3.784189633918261,3,8,2,6,7,0,0,0,0,0,0,0,58,4383,13.25627869631972,19,0,1,Partner,3,3,At Risk/Low Value
6853,Postgraduate,75777.0,12,6.569481420414296,3.295836866004329,6.289715570908998,4.248495242049359,2.6390573296152584,4.394449154672439,1,3,6,11,1,0,1,1,0,0,0,1,44,4625,27.43703558366468,21,2,0,Alone,1,2,Loyal Customers
3076,Graduate,66653.0,18,6.115892125483034,2.9444389791664403,4.634728988229636,2.833213344056216,2.9444389791664403,1.9459101490553132,4,4,2,12,3,0,0,0,0,0,0,0,51,4925,21.418622565157076,22,0,2,Partner,4,2,Loyal Customers
1012,Graduate,61823.0,26,6.261491684321042,2.0794415416798357,4.90527477843843,3.6375861597263857,2.70805020110221,5.135798437050262,4,8,2,10,7,0,0,0,0,0,0,0,74,4761,24.727642802318165,24,0,1,Alone,2,2,Loyal Customers
6518,PhD,67680.0,8,6.304448802421981,0.0,3.8918202981106265,0.0,1.9459101490553132,1.9459101490553132,1,7,3,8,5,0,0,0,0,0,0,0,75,4648,14.088089398643234,19,0,1,Alone,2,2,Loyal Customers
4137,Graduate,70666.0,29,5.988961416889864,3.713572066704308,5.908082938168931,4.787491742782046,4.812184355372417,3.4339872044851463,1,7,4,4,4,0,0,0,0,0,0,0,78,4470,28.64427972440271,16,0,0,Partner,2,2,Loyal Customers
8082,Graduate,25721.0,75,0.6931471805599453,1.3862943611198906,1.9459101490553132,1.3862943611198906,1.9459101490553132,2.772588722239781,1,1,1,2,7,0,0,0,0,0,0,1,55,4669,10.130144923150134,5,0,1,Partner,3,3,At Risk/Low Value
1386,Graduate,32474.0,0,2.3978952727983707,0.0,0.6931471805599453,0.0,0.0,0.0,1,1,0,2,7,0,0,0,0,0,0,0,59,4314,3.091042453358316,4,0,2,Partner,4,0,New / Occasional
9369,Undergraduate,88194.0,19,6.535241271013659,2.70805020110221,5.736572297479192,5.308267697401205,3.218875824868201,3.6635616461296463,1,11,10,10,5,1,0,0,1,0,0,1,47,4367,27.170568937994112,32,2,1,Alone,2,2,Loyal Customers
4477,Graduate,69096.0,4,5.5134287461649825,3.912023005428146,5.075173815233827,2.0794415416798357,4.418840607796598,4.700480365792417,1,5,2,10,4,0,0,0,0,0,0,0,68,4540,25.6993880820958,18,0,1,Partner,3,2,Loyal Customers
1357,Graduate,74854.0,90,6.75343791859778,4.0943445622221,6.1903154058531475,4.07753744390572,3.4011973816621555,4.30406509320417,7,2,5,5,5,0,0,0,0,0,0,0,56,4712,28.82089780544507,19,0,3,Partner,5,1,Potential Loyals
1402,Postgraduate,66991.0,1,6.208590026096629,3.610917912644224,6.133398042996649,5.247024072160486,4.110873864173311,2.5649493574615367,3,4,8,6,3,0,0,0,0,0,0,0,72,4921,27.875753275532833,21,0,0,Partner,2,2,Loyal Customers
10629,Undergraduate,51381.5,25,3.258096538021482,1.3862943611198906,3.784189633918261,2.8903717578961645,1.6094379124341005,2.8903717578961645,3,3,0,3,8,0,0,0,0,0,0,0,53,4918,15.818761961286064,9,0,1,Partner,3,0,New / Occasional
6312,Graduate,65031.0,29,5.556828061699537,4.68213122712422,5.676753802268282,4.442651256490317,3.6375861597263857,4.465908118654584,4,10,3,13,7,0,0,0,0,0,0,0,67,4734,28.461858625963323,30,0,1,Partner,3,2,Loyal Customers
8132,PhD,60631.0,88,6.338594078203183,1.9459101490553132,4.189654742026425,0.0,1.9459101490553132,2.995732273553991,5,9,2,8,7,0,1,0,0,0,0,0,51,4715,17.415801391894227,24,1,2,Partner,4,1,Potential Loyals
1050,Graduate,28332.0,58,2.70805020110221,2.3978952727983707,2.6390573296152584,1.6094379124341005,2.772588722239781,2.302585092994046,1,2,1,4,2,0,0,0,0,0,0,0,74,4325,14.429614531183766,8,0,0,Partner,2,3,At Risk/Low Value
5846,Graduate,40246.0,68,1.0986122886681098,0.6931471805599453,1.9459101490553132,1.0986122886681098,0.6931471805599453,0.6931471805599453,1,1,0,2,6,0,0,0,0,0,0,0,49,4822,6.222576268071369,4,0,1,Alone,2,3,At Risk/Low Value
1859,Postgraduate,75251.0,34,6.582025138892826,4.718498871295094,6.8308742346461795,4.584967478670572,2.9444389791664403,2.9444389791664403,1,7,6,5,5,0,0,0,0,0,0,1,54,4936,28.605243681837557,19,0,0,Partner,2,2,Loyal Customers
7503,Graduate,75825.0,40,6.940222469119639,4.663439094112067,6.659293919683638,4.927253685157205,4.663439094112067,3.951243718581427,0,5,8,9,4,1,0,0,0,0,0,1,50,4890,31.804891980766044,22,1,0,Alone,1,2,Loyal Customers
10401,Undergraduate,26326.0,12,0.6931471805599453,0.0,1.791759469228055,0.0,1.3862943611198906,2.302585092994046,1,0,0,3,3,0,0,0,0,0,1,0,50,4563,6.173786103901937,4,0,0,Partner,2,0,New / Occasional
1618,Graduate,56046.0,9,6.359573868672378,0.0,4.174387269895637,0.0,0.0,3.951243718581427,2,10,1,8,8,1,0,0,0,0,0,1,61,4808,14.48520485714944,21,1,0,Partner,2,2,Loyal Customers
3332,Graduate,29760.0,87,4.174387269895637,1.6094379124341005,4.23410650459726,2.0794415416798357,1.791759469228055,2.8903717578961645,4,3,1,4,8,0,0,0,0,0,0,0,41,4934,16.77950445573105,12,0,1,Alone,2,3,At Risk/Low Value
2261,Graduate,26304.0,5,1.6094379124341005,0.6931471805599453,1.791759469228055,1.0986122886681098,0.0,1.6094379124341005,1,1,0,2,7,0,0,0,0,0,0,0,57,4636,6.802394763324311,4,0,1,Partner,3,0,New / Occasional
5346,Undergraduate,23559.0,87,3.258096538021482,1.791759469228055,2.995732273553991,2.0794415416798357,0.0,3.1780538303479458,3,3,0,3,7,0,0,0,0,0,0,0,53,4626,13.30308365283131,9,0,1,Partner,3,3,At Risk/Low Value
4119,Postgraduate,38620.0,56,4.727387818712341,2.8903717578961645,3.80666248977032,3.5553480614894135,3.1354942159291497,4.499809670330265,1,2,5,3,3,0,0,0,0,0,0,0,63,4679,22.61507401412765,11,0,0,Partner,2,1,Potential Loyals
535,Graduate,81361.0,18,5.099866427824199,3.1780538303479458,6.052089168924417,3.332204510175204,4.189654742026425,4.343805421853684,1,3,10,13,1,0,0,0,0,0,0,0,39,4389,26.195674101151877,27,0,0,Alone,1,2,Loyal Customers
5268,Graduate,29440.0,95,2.8903717578961645,2.1972245773362196,2.70805020110221,2.3978952727983707,1.6094379124341005,1.3862943611198906,2,1,0,4,7,0,0,0,0,0,0,0,66,4587,13.189274082686955,7,0,2,Partner,4,3,At Risk/Low Value
273,Postgraduate,36138.0,48,4.875197323201151,0.0,2.833213344056216,0.0,0.0,1.791759469228055,5,3,1,4,7,0,1,0,0,0,0,0,56,4613,9.500170136485425,13,1,2,Partner,4,0,New / Occasional
4452,Graduate,50388.0,3,5.680172609017068,1.9459101490553132,3.6375861597263857,0.0,1.3862943611198906,3.5553480614894135,4,6,1,6,7,0,1,0,1,0,0,1,69,4297,16.205311340408073,17,2,1,Alone,2,2,Loyal Customers
8504,Graduate,79593.0,70,5.860786223465865,4.110873864173311,6.343880434126331,4.709530201312334,4.897839799950911,4.983606621708336,1,5,6,7,2,0,0,1,0,0,0,0,53,4313,30.906517144737087,19,1,0,Partner,2,1,Potential Loyals
771,Graduate,54178.0,79,4.912654885736052,2.302585092994046,3.688879454113936,1.6094379124341005,0.0,2.0794415416798357,1,2,2,5,2,0,0,0,0,0,0,0,59,4424,14.59299888695797,10,0,1,Partner,3,3,At Risk/Low Value
8996,PhD,51381.5,4,5.442417710521793,3.7612001156935624,5.262690188904886,3.912023005428146,3.6375861597263857,3.9889840465642745,12,7,2,8,9,0,0,0,0,0,0,0,69,4852,26.00490122683905,29,0,3,Partner,5,2,Loyal Customers
9235,Graduate,51381.5,45,2.0794415416798357,0.0,2.1972245773362196,1.0986122886681098,0.0,0.6931471805599453,1,1,0,2,7,0,0,0,0,0,0,0,69,4298,6.068425588244111,4,0,2,Alone,3,0,New / Occasional
5798,Postgraduate,51381.5,87,6.100318952020064,3.6375861597263857,5.886104031450156,4.59511985013459,3.367295829986474,2.9444389791664403,1,2,4,8,1,0,0,0,0,0,0,0,53,4483,26.530863802484113,15,0,0,Partner,2,1,Potential Loyals
11178,Postgraduate,42394.0,69,2.772588722239781,1.0986122886681098,2.3978952727983707,0.0,0.6931471805599453,1.6094379124341005,1,1,0,3,7,0,0,0,0,0,0,0,54,4363,8.571681376700306,5,0,1,Alone,2,3,At Risk/Low Value
2230,PhD,23626.0,84,3.332204510175204,1.0986122886681098,2.70805020110221,0.0,0.0,0.0,3,3,1,3,5,0,0,0,0,0,0,0,56,4301,7.138866999945524,10,0,1,Partner,3,3,At Risk/Low Value
7516,Graduate,30096.0,30,1.791759469228055,1.3862943611198906,2.4849066497880004,2.5649493574615367,1.791759469228055,2.302585092994046,1,2,0,3,6,0,0,0,0,0,0,0,43,4303,12.32225439981958,6,0,1,Partner,3,0,New / Occasional
7247,Graduate,47916.0,72,6.226536669287466,0.0,3.295836866004329,0.0,0.0,4.330733340286331,5,7,4,6,6,0,1,0,0,0,0,0,66,4849,13.853106875578126,22,1,1,Alone,2,1,Potential Loyals
11100,Graduate,51813.0,37,3.951243718581427,1.0986122886681098,2.0794415416798357,0.0,0.6931471805599453,1.0986122886681098,2,2,0,3,7,0,0,0,0,0,0,0,54,4709,8.921057018157427,7,0,2,Alone,3,0,New / Occasional
4646,Undergraduate,78497.0,44,5.337538079701318,3.295836866004329,6.104793232414985,4.330733340286331,0.0,5.41164605185504,1,5,7,12,2,0,0,0,1,0,0,0,75,4475,24.480547570262,25,1,0,Partner,2,2,Loyal Customers
3037,PhD,50150.0,32,4.912654885736052,3.8501476017100584,4.532599493153256,4.189654742026425,4.127134385045092,2.4849066497880004,2,5,2,7,5,0,0,0,0,0,0,0,43,4639,24.097097757458886,16,0,0,Partner,2,2,Loyal Customers
1473,Undergraduate,47823.0,0,3.9889840465642745,0.6931471805599453,1.791759469228055,1.0986122886681098,0.6931471805599453,2.3978952727983707,2,2,0,3,8,0,0,0,0,0,0,0,66,4606,10.6635454383787,7,0,1,Alone,2,0,New / Occasional
1016,PhD,34554.0,43,3.737669618283368,0.6931471805599453,1.9459101490553132,1.0986122886681098,0.0,1.791759469228055,2,2,0,3,6,0,0,0,0,0,0,0,67,4356,9.267098705794792,7,0,1,Alone,2,0,New / Occasional
4518,Graduate,85693.0,59,5.958424693029782,5.153291594497779,5.214935757608986,5.225746673713202,4.890349128221754,4.718498871295094,2,9,5,11,5,0,0,0,0,0,0,0,47,4700,31.1612467183666,27,0,1,Partner,3,1,Potential Loyals
9370,PhD,65846.0,68,6.333279628139691,4.406719247264253,5.6240175061873385,4.394449154672439,3.713572066704308,4.406719247264253,1,6,3,6,4,0,0,0,0,0,0,0,81,4673,28.87875685023229,16,0,0,Partner,2,1,Potential Loyals
8908,Graduate,87195.0,35,5.384495062789089,4.343805421853684,6.53813982376767,3.9318256327243257,3.295836866004329,3.6635616461296463,1,3,11,5,1,0,0,0,0,0,0,1,67,4317,27.157664453268747,20,0,0,Partner,2,2,Loyal Customers
8373,Undergraduate,24594.0,94,0.6931471805599453,1.3862943611198906,1.9459101490553132,2.3978952727983707,0.0,2.302585092994046,1,1,0,3,5,0,0,0,0,0,0,0,47,4466,8.725832056527565,5,0,1,Partner,3,3,At Risk/Low Value
7533,Graduate,49096.0,15,4.976733742420574,0.6931471805599453,3.49650756146648,1.0986122886681098,0.6931471805599453,2.0794415416798357,4,4,1,4,7,0,0,0,0,0,0,0,62,4543,13.03758949535489,13,0,2,Partner,4,0,New / Occasional
2683,Graduate,52413.0,56,5.69035945432406,4.672828834461906,5.605802066295998,4.330733340286331,4.59511985013459,4.189654742026425,4,6,4,12,6,0,0,0,0,0,0,0,57,4777,29.084498287529307,26,0,2,Partner,4,1,Potential Loyals
3629,Graduate,38557.0,17,4.343805421853684,1.3862943611198906,3.4657359027997265,1.6094379124341005,1.6094379124341005,3.332204510175204,2,3,1,3,7,0,0,0,0,0,0,0,48,4822,15.746916020816704,9,0,1,Alone,2,0,New / Occasional
