Cluster,uplift_score,cluster
0,0.870646145811768,0
0,0.8879704454577968,0
3,0.9037040995804568,3
3,0.8209448146597744,3
0,0.7851293021125314,0
0,0.7408247672009509,0
2,0.7456417872976575,2
0,0.765238838353796,0
3,0.8215596041147462,3
3,0.8156971820213579,3
3,0.7713988454908616,3
3,0.7544269739218226,3
3,0.9043960473514432,3
3,0.9097700480046553,3
3,0.7516331426906004,3
0,0.8241292385659225,0
0,0.8654253970799064,0
0,0.8851816342863887,0
3,0.8499348679778229,3
1,0.7600433462188081,1
2,0.7538988974195653,2
0,0.837553481099105,0
1,0.7982891955806997,1
2,0.7834769823607781,2
2,0.7436572540305793,2
3,0.8331408023841163,3
1,0.775242503283105,1
3,0.7945835402442265,3
0,0.8263687422037029,0
3,0.8694263947823684,3
3,0.8415445349459467,3
0,0.8162695683306511,0
2,0.742427956490155,2
0,0.7855134587618027,0
0,0.8071377985886576,0
0,0.8127430213648095,0
3,0.84730884655198,3
0,0.888582269092119,0
0,0.8549954921999574,0
0,0.8968840208373334,0
3,0.8575745521518241,3
0,0.8572310617118375,0
1,0.7673095071705303,1
3,0.7524015811310696,3
2,0.7776385392300509,2
0,0.810125551850652,0
3,0.8431797148156701,3
3,0.8604148078784382,3
0,0.8501288419132618,0
1,0.8076297768677856,1
0,0.8127951184110342,0
3,0.7871973539003532,3
3,0.8148089199341202,3
0,0.8025939049731756,0
3,0.799185132530807,3
3,0.8055125984073845,3
3,0.8850293344517155,3
0,0.89545192982012,0
0,0.818091219133938,0
0,0.8893043444504902,0
3,0.8287522493766792,3
0,0.7652718977107875,0
0,0.7505305751171389,0
3,0.8361668102506952,3
0,0.7504063799903722,0
0,0.8031254533503371,0
1,0.7913635794867977,1
3,0.9035685021568451,3
3,0.8061864082418746,3
3,0.8620053090752864,3
2,0.7683543318229651,2
3,0.859162830312068,3
0,0.8659086138675647,0
0,0.8534180121459947,0
3,0.9068026474434421,3
0,0.8967422461559955,0
3,0.8816424926566719,3
0,0.7788217603357463,0
3,0.9136517529238133,3
2,0.7699800830533561,2
0,0.8826445970470536,0
0,0.7655830531586196,0
1,0.7546255849882335,1
0,0.7716714805512739,0
3,0.7485074275435639,3
3,0.8406523399801551,3
3,0.788878324797541,3
2,0.7467346076417938,2
0,0.8160146352117161,0
0,0.844118255212764,0
3,0.8866701011849489,3
3,0.9023440037971855,3
1,0.7805576632230902,1
1,0.7806907727435475,1
2,0.7892527572426626,2
3,0.836276718860256,3
1,0.7955828386875896,1
3,0.8193451768770954,3
3,0.8457762157503099,3
0,0.7428299370787628,0
0,0.8064248631859712,0
3,0.7922169764215996,3
0,0.7601488635250804,0
3,0.8894958541350355,3
3,0.8740683194511447,3
0,0.8070006009123609,0
3,0.7479472705514609,3
0,0.8443477282155305,0
1,0.7581358040657744,1
0,0.7703762786457051,0
2,0.7775448629521711,2
0,0.8472611690411025,0
3,0.8840088976289453,3
0,0.8182859153825972,0
2,0.7802853313975564,2
0,0.7460486338701151,0
3,0.8577134226856189,3
3,0.8039674371999559,3
3,0.8254676246952222,3
3,0.8456073365864714,3
3,0.894651113731735,3
1,0.7492935032860357,1
1,0.7401051263297418,1
3,0.8247015122754562,3
1,0.7801053696241416,1
1,0.8219227386755312,1
3,0.8731036092966369,3
3,0.8764581560749929,3
0,0.758503962219496,0
3,0.8229199099811613,3
0,0.8447176507785621,0
0,0.8455883374319502,0
3,0.7951912353403634,3
1,0.7841742416967825,1
0,0.7633328508340256,0
0,0.8368933179103069,0
2,0.7632556331189655,2
3,0.8289804620128689,3
3,0.7819492410201971,3
0,0.7831718962960301,0
3,0.8399299803303812,3
2,0.7803362406105694,2
0,0.7910467275039497,0
0,0.8848679459766371,0
0,0.7547920902082972,0
3,0.8415445349459467,3
3,0.8267033093749503,3
2,0.7758792893885955,2
0,0.8419705669029551,0
2,0.760140745690836,2
0,0.8438818284889162,0
3,0.8462591854053927,3
0,0.8426136592932811,0
1,0.7631455015399764,1
3,0.8378139146206616,3
0,0.8183765034956787,0
0,0.7884309702132466,0
3,0.797557864626435,3
3,0.8714208683150031,3
0,0.7830888447527,0
0,0.78836084995064,0
3,0.8616731162710598,3
0,0.8166554399027623,0
0,0.7960261341262407,0
1,0.7558700140141585,1
3,0.8481730497680593,3
3,0.8500212858377705,3
0,0.8505236755489944,0
3,0.8605645628373637,3
0,0.7395418339182944,0
3,0.7632207326828666,3
3,0.894651113731735,3
3,0.8837828092920259,3
0,0.8698159161757761,0
3,0.8592049728724611,3
1,0.7557045236078981,1
3,0.8943047081314253,3
0,0.8503597998846979,0
3,0.8310017594051735,3
3,0.8550373170450944,3
1,0.8024216748675566,1
0,0.8475367251396608,0
2,0.7795821951152877,2
3,0.7950734910081458,3
0,0.792101773838481,0
0,0.7819433380001279,0
0,0.8498797084024827,0
3,0.8481577710599555,3
3,0.8466624246418044,3
0,0.7660074394218941,0
1,0.74358781788857,1
0,0.8262734003568746,0
3,0.8281818859211016,3
0,0.8400007382120629,0
3,0.8650337546305682,3
0,0.8393795781505602,0
3,0.7430205940761985,3
0,0.8897485321595378,0
3,0.7430105031851821,3
1,0.7691025307706696,1
3,0.8928321729928721,3
3,0.8156939895421158,3
3,0.83592759945415,3
3,0.8149540844518381,3
0,0.7866865980864075,0
3,0.7411578073368335,3
3,0.7902566876362318,3
0,0.8403843596904503,0
3,0.7799867149361139,3
3,0.8654674645906024,3
3,0.865501869445753,3
3,0.8425284455869451,3
0,0.7585113537901162,0
3,0.8496038611303995,3
3,0.7838745609943587,3
3,0.8044822961200402,3
0,0.8253214770130604,0
3,0.9155149882024562,3
3,0.8791661241618514,3
0,0.7789706132419751,0
0,0.8274469680121936,0
3,0.8376324907286739,3
3,0.79115535833016,3
3,0.8148089199341202,3
1,0.7738003979262198,1
0,0.7850426460620079,0
0,0.7724039180042073,0
3,0.8327307298813533,3
1,0.8005995246810413,1
0,0.8038470281193018,0
3,0.866710048007642,3
3,0.8113218555610231,3
3,0.791980276002795,3
3,0.9122079550002908,3
0,0.8413361275242934,0
3,0.8920416437608281,3
0,0.811867236008438,0
3,0.8273941696053284,3
3,0.9032069077461395,3
0,0.7556946133641065,0
0,0.901156147835517,0
3,0.8781841114179476,3
2,0.7477853951456002,2
3,0.8058823450542976,3
3,0.8563597794565843,3
1,0.751141588148702,1
1,0.7978350020950977,1
0,0.7426924790407798,0
0,0.8547665352395308,0
3,0.8120118795680213,3
0,0.7498381061505253,0
3,0.8040080747535954,3
3,0.8595559613988246,3
2,0.7460701054612482,2
0,0.8127420942107846,0
0,0.879362290392258,0
0,0.855476658736799,0
3,0.8370498542714331,3
0,0.8490399029461455,0
3,0.8347965310079457,3
0,0.8373965423044569,0
0,0.7540420945964832,0
3,0.8900846626452719,3
1,0.7429045593467638,1
3,0.7893970465644684,3
1,0.8376078668027156,1
0,0.7652350467973499,0
1,0.8172320570432101,1
3,0.8869673295089076,3
3,0.8201685172452624,3
2,0.7534950779240421,2
0,0.7710312924239018,0
3,0.889496204889098,3
3,0.8304696826466169,3
1,0.7869939618766137,1
0,0.7695386806144415,0
0,0.8643973425476732,0
0,0.8389558782535078,0
3,0.8313729955030302,3
0,0.901939489564962,0
2,0.7468405391700039,2
0,0.8073082133627698,0
2,0.7656492146165192,2
0,0.7706359677185832,0
3,0.9011012781211363,3
0,0.7855134587618027,0
3,0.8493336737583994,3
3,0.8827145234370903,3
3,0.896747337861165,3
2,0.791523134873982,2
3,0.7768267828826787,3
3,0.8065704038619281,3
3,0.7904228192038454,3
0,0.8371620604574781,0
0,0.7717697136244661,0
0,0.8833378863912302,0
0,0.8698159161757761,0
0,0.8777698788038257,0
3,0.8076513918769934,3
0,0.8833378863912302,0
0,0.8862164147269629,0
3,0.852717262058168,3
3,0.8475471291818979,3
3,0.7704533960357511,3
2,0.7536369949951418,2
3,0.8688743230644709,3
1,0.8020565326015667,1
0,0.7708123823302262,0
0,0.8463318283600696,0
0,0.7761560673899028,0
0,0.8130610086700374,0
3,0.887899918274065,3
3,0.7516331426906004,3
0,0.8333939063939033,0
0,0.7633328508340256,0
3,0.8472757392801524,3
3,0.8754942326811854,3
1,0.7561238291816395,1
3,0.8605645628373637,3
3,0.8736497625696109,3
3,0.901167395453381,3
3,0.818034417488861,3
0,0.8064248631859712,0
3,0.8332978191435814,3
0,0.809167422943792,0
1,0.8332601015319787,1
0,0.7668421383075517,0
3,0.8881073642346662,3
3,0.7487776575417582,3
3,0.8374707688539218,3
2,0.7538793075977199,2
0,0.7460486338701151,0
0,0.8240339316689811,0
0,0.8678026149666787,0
0,0.8490660312155052,0
3,0.8213171501732779,3
3,0.7531317664912842,3
3,0.8961094304188475,3
0,0.8230488023331721,0
0,0.8214250021620799,0
3,0.8066909996704299,3
2,0.7467346076417938,2
0,0.8750684202270775,0
0,0.8418008523280636,0
1,0.7521166778969068,1
3,0.8637221438878329,3
0,0.8775075745663354,0
1,0.7737709149358327,1
3,0.8736497625696109,3
1,0.7546635162957327,1
3,0.8188120605304905,3
0,0.8218433365882725,0
3,0.8063784888449521,3
3,0.8628243680942744,3
0,0.8627619376163844,0
3,0.774863072163511,3
3,0.839369204110777,3
3,0.7797603546227352,3
0,0.8216260119722472,0
3,0.8693378061933714,3
0,0.8399633346189403,0
0,0.7932184898084556,0
1,0.7453561335067374,1
0,0.8667041823983173,0
3,0.8566378123909701,3
3,0.9056264151681279,3
3,0.8690539245200164,3
3,0.7969710797984499,3
0,0.8064248631859712,0
0,0.8014895242584905,0
0,0.8203430169081634,0
3,0.8481730497680593,3
0,0.8566017711635565,0
3,0.8224592349840085,3
1,0.7411580113420992,1
0,0.8310723996379903,0
3,0.8919566442701703,3
2,0.7976905646855998,2
0,0.7789706132419751,0
1,0.7528084904007972,1
3,0.7893970465644684,3
3,0.8448330809096802,3
3,0.8287522493766792,3
0,0.84145506243651,0
3,0.8914197863370867,3
3,0.8945727169319486,3
3,0.7715998222514782,3
0,0.8062693791591564,0
3,0.7717789179288679,3
0,0.8565602002970605,0
2,0.7548228520452958,2
0,0.8073082133627698,0
3,0.8545360914585067,3
3,0.8193144854597849,3
3,0.8666096220647079,3
3,0.8148638446846885,3
0,0.840275958203389,0
2,0.7453834298878164,2
0,0.8827803944537012,0
0,0.8622573729071701,0
3,0.8930175369503206,3
3,0.9005010575396206,3
0,0.8398418582225553,0
0,0.7669942885029397,0
3,0.8362252198745475,3
3,0.8626709976442002,3
3,0.9006567705780086,3
1,0.7482151372770165,1
0,0.8433836620802566,0
3,0.9032211044935279,3
3,0.8624226500909693,3
3,0.7988966134603928,3
0,0.8016384032088886,0
0,0.8410102674807636,0
0,0.8596208354069999,0
3,0.8153043351340192,3
0,0.8965273401950862,0
3,0.8037281986649354,3
3,0.9027020686163372,3
0,0.8185190486367757,0
3,0.86190456369669,3
1,0.7685380812722615,1
3,0.8104078983133993,3
0,0.754404419596604,0
3,0.8113218555610231,3
0,0.8565223632685035,0
0,0.7580550718200965,0
1,0.7880228915456877,1
3,0.8154551546892697,3
3,0.90172094887389,3
0,0.7969386638144149,0
0,0.8856452699115362,0
3,0.783904747779788,3
3,0.8661611958009892,3
0,0.8533130405722218,0
3,0.7516331426906004,3
2,0.7465517002986002,2
0,0.8706956464534852,0
3,0.7410897775154586,3
0,0.7774924187224483,0
1,0.7616692933409652,1
0,0.810114092368083,0
0,0.8741600138457428,0
0,0.8464129383360497,0
3,0.7998763959842321,3
3,0.8572618102059446,3
1,0.7763857410344626,1
0,0.8388350807698004,0
2,0.7860416625430013,2
3,0.836502313857985,3
0,0.8493997376747315,0
3,0.8480964194866849,3
3,0.8182630820695136,3
0,0.8814105008791213,0
3,0.7554391500424769,3
3,0.815909030888109,3
3,0.7954402904666908,3
3,0.8163192329930409,3
0,0.7655830531586196,0
0,0.8373965423044569,0
3,0.8628243680942744,3
2,0.7583250989040438,2
3,0.8822737932695159,3
3,0.8130740045053162,3
3,0.8831988372933346,3
0,0.844118255212764,0
3,0.8773749845281813,3
1,0.7694836637643443,1
0,0.8566614171033302,0
0,0.8597319393915814,0
0,0.7706359677185832,0
1,0.7780883906088285,1
3,0.770185760270961,3
0,0.7398034584155866,0
0,0.7408457617265736,0
0,0.7685882981026952,0
3,0.840329983879079,3
3,0.8938087764312206,3
0,0.8319105115205687,0
3,0.8997782050243968,3
3,0.8617111448732886,3
3,0.8188103145023538,3
3,0.859345208264712,3
0,0.8372388234315875,0
1,0.8024216748675566,1
3,0.8778509043297993,3
0,0.8945706400333899,0
3,0.8983209263916421,3
3,0.8953362570877186,3
3,0.8882080136265205,3
0,0.7822945912218118,0
3,0.8312594771472279,3
0,0.8297070732885223,0
3,0.8716414541423909,3
0,0.7859746812867012,0
1,0.7820826065094602,1
0,0.8448954209311472,0
0,0.8440097822542378,0
1,0.7448063531534366,1
3,0.8835042191036317,3
3,0.8803954859684888,3
0,0.8887598702909063,0
0,0.8389558782535078,0
3,0.8938659996632308,3
0,0.7884309702132466,0
3,0.8314029227474709,3
0,0.8007474020869403,0
0,0.8010331845742982,0
3,0.8929686557777117,3
1,0.7980435571187101,1
0,0.8405606154460259,0
0,0.8200947182154792,0
0,0.8920669129731809,0
0,0.8897636597261083,0
3,0.892075583713704,3
3,0.8256540047483352,3
3,0.8502120561624815,3
0,0.8230488023331721,0
2,0.7809989814082321,2
2,0.7427565538940204,2
3,0.9053880148342455,3
0,0.7669942885029397,0
0,0.8626378892189743,0
0,0.7807641401832877,0
1,0.7823272009152975,1
0,0.8037692775000205,0
3,0.8499348679778229,3
3,0.809390600045375,3
3,0.798788890884679,3
0,0.7484077278865298,0
0,0.8643109047053792,0
0,0.7783759409465032,0
2,0.7703234023743848,2
3,0.823537096710214,3
3,0.9024569435110155,3
2,0.7790936712103125,2
1,0.8353580539881522,1
3,0.903101245521926,3
0,0.8569408862235721,0
0,0.8887363987526866,0
0,0.7960261341262407,0
3,0.9021300620811479,3
3,0.8303391722162932,3
0,0.8667041823983173,0
3,0.8905541518881575,3
0,0.8489234193124302,0
3,0.8453764361959082,3
0,0.829778998135406,0
3,0.8711713751561454,3
1,0.7547060795735772,1
0,0.8832171830529811,0
0,0.8585610588111376,0
0,0.8446063972392259,0
3,0.8433292396944898,3
2,0.7718914972791735,2
2,0.7787138233309385,2
3,0.8559397892982883,3
0,0.8995162181169716,0
3,0.9020757856306212,3
3,0.8105422258765467,3
0,0.7943726206869608,0
0,0.8668924593639395,0
0,0.8033681620048634,0
3,0.7799438901553417,3
3,0.7423691671330002,3
1,0.7526509686322698,1
3,0.8071392932283583,3
3,0.8938659996632308,3
3,0.8845022224307295,3
0,0.8489714628448715,0
3,0.8254062789462606,3
3,0.8759112472533943,3
1,0.7553192525353833,1
1,0.7663131405974395,1
3,0.7821163879336965,3
3,0.8083517924668313,3
3,0.7446907543301895,3
0,0.8215519011229764,0
0,0.8992375942566573,0
0,0.8642399538735075,0
2,0.8089815458694245,2
3,0.898583431325261,3
0,0.8795319632471208,0
0,0.812046427636137,0
0,0.7484077278865298,0
3,0.9029404835948094,3
1,0.7452353766949602,1
0,0.7858211806767441,0
3,0.825285577213466,3
3,0.7548460785986446,3
3,0.8321650367297533,3
3,0.9090130126600975,3
3,0.8480346881995338,3
0,0.8788277130595086,0
0,0.8839053386199855,0
3,0.8018890159213425,3
0,0.8247871096360304,0
0,0.7956379064689247,0
0,0.7901852323481993,0
2,0.7670272924953025,2
0,0.8238681863943595,0
0,0.8598022676177866,0
3,0.8335134552741388,3
0,0.8622573729071701,0
0,0.8621432029377203,0
3,0.7804422826560924,3
0,0.8734962776576962,0
3,0.8518118721859702,3
3,0.7769795912614839,3
0,0.8085497345920873,0
3,0.8332260779896503,3
3,0.8484836982923971,3
2,0.7783785048263234,2
3,0.8331408023841163,3
0,0.7953254406636177,0
3,0.818034417488861,3
0,0.7719580605416296,0
0,0.8851869133623962,0
0,0.8543373994871277,0
0,0.7471454953131822,0
3,0.8750742103233309,3
0,0.8301261136535862,0
3,0.797087224528934,3
0,0.8389558782535078,0
3,0.8403238624357681,3
0,0.8639799053170234,0
0,0.7920958903058224,0
3,0.8184268466660345,3
3,0.8920416437608281,3
0,0.840275958203389,0
1,0.8108708587069422,1
0,0.839004694377864,0
2,0.749916618968286,2
0,0.7976120744616859,0
3,0.8118540806217418,3
